file	source	target	ratio
sports_engineerig__MLBDXMDFND.txt	500	565	1.13
sports_fascism__ETRTFXWNUZ.txt	446	559	1.2533632286995515
sports_fascism__OHHLJMMWAS.txt	479	584	1.2192066805845512
sports_fascism__OXYZMLHEBV.txt	531	634	1.1939736346516008
sports_rural_life__XQTWXWSSCA.txt	537	630	1.1731843575418994
sports_slavery__THHUTKZHDK.txt	443	548	1.237020316027088
sports_slavery__UWAMGJZVZL.txt	418	526	1.2583732057416268
sports_socialism__UXRQPKGDXH.txt	571	638	1.117338003502627
technology_animals__PMJCRAVJFF.txt	528	543	1.0284090909090908
technology_capitalism__THUZGSXBHF.txt	586	673	1.1484641638225257
technology_climate__GURNWDTYGW.txt	556	589	1.0593525179856116
technology_democracy__SMYJRFYXFS.txt	609	671	1.1018062397372743
technology_economy__BMHGTLCNNL.txt	571	614	1.075306479859895
technology_economy__UHSLITDDOI.txt	575	687	1.1947826086956521
technology_ethics__EOIMQLHQDI.txt	486	524	1.0781893004115226
technology_humanities__EFBPCOMHXL.txt	712	744	1.0449438202247192
technology_pets__XKCREEANMM.txt	573	622	1.0855148342059338
technology_politics__MIUHKRMXJF.txt	509	564	1.1080550098231827
technology_rural_life__TEWTZAAHEI.txt	675	722	1.0696296296296297
technology_science__APCIYUNMSU.txt	585	575	0.9829059829059829
technology_science__ETQZRBXRKR.txt	605	635	1.0495867768595042
technology_slavery__RRZDGRTYIX.txt	507	556	1.096646942800789
technology_sports__PLSLGJNMXH.txt	661	701	1.0605143721633887
technology_tyranny__CWUFGDNIXF.txt	520	592	1.1384615384615384
technology_urban_life__VXGQXCMXAG.txt	553	606	1.0958408679927667
traveling_art__ZKJHUTHASE.txt	523	652	1.2466539196940727
traveling_climate__NHUMPSCTQL.txt	626	679	1.084664536741214
traveling_culture__BIOWETTKGT.txt	588	724	1.2312925170068028
traveling_economy__PKUFYDDONM.txt	647	685	1.0587326120556415
traveling_forests__TPPUAGAZMM.txt	577	663	1.149046793760832
traveling_science__IGMLOZFWLQ.txt	481	589	1.2245322245322245
traveling_technology__EOISTGAUBE.txt	563	608	1.0799289520426287
tyranny_animals__IDSHNAMLIZ.txt	580	653	1.1258620689655172
tyranny_archeology__FLRBZCVPFL.txt	421	486	1.154394299287411
tyranny_art__SELQHXRIRJ.txt	484	599	1.237603305785124
tyranny_finances__ZFXLOJVZUC.txt	449	530	1.1804008908685968
tyranny_history__KQGHLYFOOM.txt	457	550	1.2035010940919038
tyranny_humanities__BEBEHRHJDJ.txt	484	641	1.3243801652892562
tyranny_music__VCDFCANPMH.txt	618	728	1.1779935275080906
tyranny_oceans__WBXWTVMMKV.txt	460	530	1.1521739130434783
tyranny_pets__VALWEWZPEG.txt	508	545	1.0728346456692914
tyranny_philosophy__ELBBJOMMJG.txt	523	628	1.2007648183556405
tyranny_politics__IKDQTKMXTY.txt	552	644	1.1666666666666667
tyranny_repressions__CHHOWQXTXH.txt	419	499	1.1909307875894988
tyranny_rural_life__QFHGETJJHU.txt	346	405	1.170520231213873
tyranny_slavery__VPCYEYQIZK.txt	455	538	1.1824175824175824
tyranny_spirituality__RKYBXXRPHD.txt	495	566	1.1434343434343435
tyranny_sports__OHDDBFMBGE.txt	522	615	1.1781609195402298
tyranny_technology__BBJICSEAJN.txt	454	538	1.1850220264317182
tyranny_traveling__FJLACZEIBY.txt	498	607	1.2188755020080322
urban_life_capitalism__FLJGRVOAME.txt	541	587	1.0850277264325323
urban_life_climate__XTCBTVFIXP.txt	601	636	1.0582362728785357
urban_life_finances__FPRIYHLJWT.txt	500	553	1.106
urban_life_finances__MLSREZBPFV.txt	590	632	1.071186440677966
urban_life_literature__CEMFWNTKBR.txt	558	715	1.2813620071684588
urban_life_mortgage__AJVZSYDHKG.txt	578	601	1.0397923875432526
urban_life_pets__GSKTDDZDDV.txt	617	642	1.040518638573744
urban_life_politics__YJUCBVTIKH.txt	539	595	1.103896103896104
urban_life_religion__LUVXBEEMAQ.txt	509	582	1.143418467583497
urban_life_religion__RYKFJHBERH.txt	537	604	1.1247672253258845
urban_life_repressions__AZDMLQOPRA.txt	474	547	1.1540084388185654
urban_life_repressions__UELXHRSBGN.txt	515	593	1.1514563106796116
urban_life_slavery__TPSPRGMQSD.txt	513	609	1.1871345029239766
urban_life_socialism__KTKVAUCNCN.txt	507	553	1.0907297830374754
urban_life_socialism__QLAYRLWVOT.txt	540	620	1.1481481481481481
urban_life_weather__PYPRVUBABG.txt	616	624	1.0129870129870129
weather_animals__DDKIPKSEBL.txt	667	717	1.0749625187406298
weather_art__VYBRBPZUCC.txt	514	665	1.293774319066148
weather_culture__TBJMIJSWLU.txt	512	607	1.185546875
weather_culture__WTRIMGQTYR.txt	518	596	1.1505791505791505
weather_engineerig__WCDFROZFEY.txt	579	601	1.0379965457685665
weather_ethics__WYNXQSJMYD.txt	595	660	1.1092436974789917
weather_ethics__ZRYKNCEVIZ.txt	523	577	1.1032504780114722
weather_fascism__NMWNABFXNU.txt	484	563	1.1632231404958677
weather_finances__LIJWKWNVSG.txt	549	566	1.0309653916211294
weather_forests__KQNQEGKAQR.txt	567	570	1.0052910052910053
weather_forests__NZBWGWMFGA.txt	496	537	1.0826612903225807
weather_forests__UBFTOMNTJC.txt	550	579	1.0527272727272727
weather_history__LDHWTZRBIL.txt	511	622	1.2172211350293543
weather_music__AJUCCXUAJT.txt	534	636	1.1910112359550562
weather_oceans__KOMOUYECKN.txt	486	529	1.0884773662551441
weather_philosophy__GZCEIABHNY.txt	425	564	1.3270588235294118
weather_religion__MRBXHCJRAD.txt	524	608	1.1603053435114503
weather_religion__RZGNDPTRAW.txt	502	606	1.207171314741036
weather_repressions__PRIEIMTVYC.txt	359	432	1.2033426183844012
weather_technology__SJEZAMOLFB.txt	567	628	1.1075837742504409
weather_technology__TODMMRVOTA.txt	661	719	1.0877458396369137
weather_technology__TSVVYYHYEC.txt	560	594	1.0607142857142857
weather_traveling__XAVNBDESFZ.txt	612	651	1.0637254901960784
weather_urban_life__ADRSPUNRUZ.txt	671	667	0.9940387481371088
