file	source	target	ratio
socialism_science__QGIKYKIFHM.txt	521	425	1.2258823529411764
socialism_science__RHXXLLEJLP.txt	407	314	1.2961783439490446
socialism_slavery__LMXRBOCEJW.txt	385	300	1.2833333333333334
socialism_slavery__PJFEUDGEAT.txt	453	368	1.2309782608695652
socialism_weather__YSFCMEVGUU.txt	457	344	1.3284883720930232
spirituality_climate__VUZQSEKYVL.txt	521	403	1.2928039702233252
spirituality_fascism__HVBJETGBSK.txt	348	276	1.2608695652173914
spirituality_literature__WPQLGVLCGO.txt	470	316	1.4873417721518987
spirituality_philosophy__HZVLXCHMTO.txt	416	337	1.2344213649851632
spirituality_technology__LLHQCRUSCH.txt	509	424	1.2004716981132075
spirituality_traveling__WZMJLRLZPT.txt	501	360	1.3916666666666666
sports_fascism__DCFRXAXOXM.txt	472	371	1.2722371967654986
sports_fascism__QZADUQRYOM.txt	352	272	1.2941176470588236
sports_fascism__ZEEBKUCZDL.txt	475	381	1.246719160104987
sports_history__YSYSKHQFPF.txt	615	468	1.314102564102564
sports_literature__OUIHLTVZUP.txt	368	285	1.2912280701754386
sports_religion__EBJEQUDSXY.txt	384	316	1.2151898734177216
sports_repressions__CRYMYIJRHP.txt	508	405	1.254320987654321
technology_animals__HEMDQZBTLS.txt	463	387	1.1963824289405685
technology_animals__KPCBWCDING.txt	443	340	1.3029411764705883
technology_autocracy__KHYOIERAWJ.txt	400	338	1.183431952662722
technology_autocracy__KNJZYNHRZZ.txt	434	338	1.2840236686390532
technology_autocracy__QIBLSJGMHF.txt	444	362	1.2265193370165746
technology_capitalism__QVFEYOPKIX.txt	421	339	1.2418879056047198
technology_culture__KLMZSDRVGH.txt	516	400	1.29
technology_finances__UZZJCVFSCW.txt	408	332	1.2289156626506024
technology_history__TWYSIEGWIH.txt	366	304	1.2039473684210527
technology_music__HTFXCGRGFU.txt	391	321	1.2180685358255452
technology_pets__EMLWSQUOJU.txt	399	340	1.173529411764706
technology_science__RTRKLPCFHM.txt	394	305	1.2918032786885245
technology_socialism__CEYGFVXQLW.txt	384	319	1.2037617554858935
technology_spirituality__JRGEMLXMXG.txt	587	446	1.3161434977578474
traveling_animals__FGCOLYRBYY.txt	391	308	1.2694805194805194
traveling_animals__IJSPCTJFNK.txt	416	331	1.256797583081571
traveling_culture__IWWIACCSPP.txt	394	274	1.437956204379562
traveling_democracy__DVRTJVIPOX.txt	470	369	1.2737127371273713
traveling_democracy__PVTTPBULTE.txt	483	390	1.2384615384615385
traveling_forests__FHRBXEABRI.txt	487	320	1.521875
traveling_history__GTVNMXKFQO.txt	376	273	1.3772893772893773
traveling_philosophy__KSUZZZLQWG.txt	539	393	1.3715012722646311
traveling_politics__CHWZNKNFBH.txt	426	372	1.1451612903225807
traveling_rural_life__SHBQEWAQOY.txt	412	323	1.2755417956656347
traveling_science__AXRPDEJOTB.txt	666	491	1.3564154786150713
traveling_science__RLXWMYHDZM.txt	550	439	1.2528473804100229
traveling_technology__ASPLFDEHGO.txt	386	318	1.2138364779874213
traveling_technology__HCCPIJATWE.txt	384	319	1.2037617554858935
traveling_tyranny__QLSUIEDRXX.txt	451	326	1.383435582822086
tyranny_archeology__GJROENVJDY.txt	428	326	1.312883435582822
tyranny_art__YNQCSOLRGY.txt	508	367	1.3841961852861036
tyranny_autocracy__ZBXNJDQXWV.txt	485	365	1.3287671232876712
tyranny_capitalism__SABALYCFCP.txt	437	342	1.2777777777777777
tyranny_ethics__LWVEXRUHZA.txt	378	324	1.1666666666666667
tyranny_pets__KVLNEAOZVL.txt	365	305	1.1967213114754098
tyranny_pets__SIONXVBIKZ.txt	378	335	1.128358208955224
tyranny_politics__BQWQUKPFRE.txt	459	363	1.2644628099173554
tyranny_religion__LJPRYREXLC.txt	379	286	1.3251748251748252
tyranny_rural_life__VDJGLFYYGT.txt	481	335	1.4358208955223881
tyranny_science__JUKBSEXSEO.txt	493	373	1.32171581769437
tyranny_socialism__TNTFAUCDUN.txt	547	440	1.2431818181818182
tyranny_sports__HJAOONLMJI.txt	467	352	1.3267045454545454
tyranny_weather__AXHZBDTSYS.txt	624	428	1.4579439252336448
urban_life_animals__NLJVECBQAZ.txt	353	322	1.0962732919254659
urban_life_forests__EKXXQJWLIR.txt	415	338	1.227810650887574
urban_life_history__SKQSZHUWHP.txt	398	294	1.3537414965986394
urban_life_mortgage__LCGRHTFVXI.txt	404	331	1.2205438066465257
urban_life_music__EIPAUGVNVU.txt	322	252	1.2777777777777777
urban_life_oceans__JVFADVYOQH.txt	432	323	1.3374613003095974
urban_life_oceans__ZDEEVWUIUW.txt	474	397	1.1939546599496222
urban_life_philosophy__UMGPHVWNMD.txt	432	350	1.2342857142857142
urban_life_programming__GPCQFEUEKH.txt	369	319	1.1567398119122256
urban_life_programming__VUFZKXQQEI.txt	449	342	1.3128654970760234
urban_life_slavery__AZHMNEMFMJ.txt	400	307	1.3029315960912051
urban_life_slavery__OUSTYJUNYI.txt	373	301	1.239202657807309
urban_life_spirituality__GJJTHEQZNT.txt	421	351	1.1994301994301995
urban_life_spirituality__ZSLPLSJOBX.txt	429	349	1.2292263610315186
weather_animals__EJLJRNFTNG.txt	343	321	1.0685358255451713
weather_archeology__JUWSOKJOOB.txt	344	297	1.1582491582491583
weather_economy__FWUNYNQEZF.txt	456	403	1.13151364764268
weather_finances__EVNLIDTUMX.txt	390	349	1.1174785100286533
weather_humanities__RTHFDRKRSD.txt	370	323	1.1455108359133126
weather_humanities__VDIEFTXEYW.txt	405	355	1.1408450704225352
weather_literature__EOAOUDWFJK.txt	594	398	1.4924623115577889
weather_pets__KCXBDAQHPO.txt	454	393	1.1552162849872774
weather_programming__RZQPWMRXHK.txt	378	315	1.2
weather_religion__AQUTVOXDJA.txt	445	338	1.316568047337278
weather_spirituality__AINURADMSQ.txt	443	311	1.4244372990353698
weather_sports__KJNIJUWOHU.txt	493	436	1.1307339449541285
weather_technology__XCWCWIBKZQ.txt	425	377	1.1273209549071619
weather_tyranny__KIQKPKPVNH.txt	536	393	1.3638676844783715
weather_urban_life__NWFPDGDMGU.txt	367	313	1.1725239616613419
